,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 2, 2021 - 14:20 JSTWorld's Edge","Round 1 Round 1 October 2, 2021 - 14:20 JSTWorld's Edge","Round 2 Round 2 October 2, 2021 - 14:55 JSTWorld's Edge","Round 2 Round 2 October 2, 2021 - 14:55 JSTWorld's Edge","Round 3 Round 3 October 2, 2021 - 15:30 JSTWorld's Edge","Round 3 Round 3 October 2, 2021 - 15:30 JSTWorld's Edge","Round 4 Round 4 October 2, 2021 - 16:05 JSTWorld's Edge","Round 4 Round 4 October 2, 2021 - 16:05 JSTWorld's Edge"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,TBD,0,0,0,0,0,0,0,0,0
1,2.0,TBD,0,0,0,0,0,0,0,0,0
2,3.0,TBD,0,0,0,0,0,0,0,0,0
3,4.0,TBD,0,0,0,0,0,0,0,0,0
4,5.0,TBD,0,0,0,0,0,0,0,0,0
5,6.0,TBD,0,0,0,0,0,0,0,0,0
6,7.0,TBD,0,0,0,0,0,0,0,0,0
7,8.0,TBD,0,0,0,0,0,0,0,0,0
8,9.0,TBD,0,0,0,0,0,0,0,0,0
9,10.0,TBD,0,0,0,0,0,0,0,0,0
10,11.0,TBD,0,0,0,0,0,0,0,0,0
11,12.0,TBD,0,0,0,0,0,0,0,0,0
12,13.0,TBD,0,0,0,0,0,0,0,0,0
13,14.0,TBD,0,0,0,0,0,0,0,0,0
14,15.0,TBD,0,0,0,0,0,0,0,0,0
15,16.0,TBD,0,0,0,0,0,0,0,0,0
16,17.0,TBD,0,0,0,0,0,0,0,0,0
17,18.0,TBD,0,0,0,0,0,0,0,0,0
18,19.0,TBD,0,0,0,0,0,0,0,0,0
19,20.0,TBD,0,0,0,0,0,0,0,0,0
