Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,ETOLS,81,15,4,1,8,1,11,16,0,11,7,1,13,Lobby 1
2.0,HGC,52,3,4,15,1,2,7,3,15,13,0,19,0,Lobby 1
3.0,JDT,47,7,9,19,2,3,10,7,5,18,0,3,1,Lobby 1
4.0,N2H,42,11,5,9,5,20,0,9,8,1,5,8,0,Lobby 1
5.0,KZG,40,6,5,8,8,12,5,14,3,15,3,14,7,Lobby 1
6.0,SYTH,40,10,0,13,1,8,4,4,2,12,3,2,10,Lobby 1
7.0,NEMO,37,2,7,10,0,4,2,6,1,10,0,4,1,Lobby 1
8.0,FAFAFA,35,13,3,5,9,13,1,10,2,14,3,9,6,Lobby 1
9.0,ICHC,32,20,0,2,6,16,0,19,1,7,6,5,3,Lobby 1
10.0,ORC,32,12,0,14,0,6,4,2,1,3,3,12,2,Lobby 1
11.0,LLGS,28,4,0,12,2,11,2,5,3,6,1,7,3,Lobby 1
12.0,DON,27,5,6,18,0,7,2,8,3,9,3,10,0,Lobby 1
13.0,RAID,25,17,0,14,0,15,0,17,0,2,14,20,0,Lobby 1
14.0,OC,25,14,4,3,7,5,1,18,0,19,0,13,0,Lobby 1
15.0,YNI,25,18,0,16,0,10,3,1,6,8,0,18,0,Lobby 1
16.0,ALT,23,16,3,7,5,17,0,20,0,5,2,11,5,Lobby 1
17.0,IGG,23,1,8,20,0,18,0,13,0,20,1,15,0,Lobby 1
18.0,MIYAM,19,19,0,11,3,19,0,11,2,4,5,16,2,Lobby 1
19.0,AXIZ,17,9,0,17,0,14,4,15,2,16,0,6,4,Lobby 1
20.0,O2,13,8,0,4,1,9,1,12,1,17,0,17,0,Lobby 1
1.0,CRW,86,1,15,1,12,3,10,9,2,13,4,7,6,Lobby 2
2.0,LFTSF,69,15,2,18,0,1,12,2,6,1,10,8,3,Lobby 2
3.0,N1A,63,11,0,2,7,2,8,8,3,10,6,2,7,Lobby 2
4.0,TU,47,5,3,7,5,4,0,5,10,2,3,12,0,Lobby 2
5.0,Streamer,46,4,2,4,4,13,2,1,7,8,5,11,0,Lobby 2
6.0,STY,44,9,9,5,10,14,8,12,6,20,0,17,3,Lobby 2
7.0,NVS,36,7,3,8,4,6,0,4,0,4,0,4,6,Lobby 2
8.0,NT,35,13,3,14,0,19,0,13,0,14,6,1,10,Lobby 2
9.0,GEMI,35,6,4,10,1,5,4,7,0,6,3,5,4,Lobby 2
10.0,VEX,32,2,2,15,0,8,3,10,1,19,0,3,5,Lobby 2
11.0,VS,29,19,0,19,0,18,1,6,11,3,4,14,2,Lobby 2
12.0,RDNS,26,3,10,9,0,11,1,15,0,9,0,9,0,Lobby 2
13.0,DSG,24,16,2,13,2,17,3,14,3,12,4,15,6,Lobby 2
14.0,NES,23,18,0,12,0,12,0,3,7,11,0,6,3,Lobby 2
15.0,UNDOGS,22,14,0,3,4,15,0,11,0,7,5,19,0,Lobby 2
16.0,ScL,15,17,0,17,0,9,7,17,0,17,0,10,4,Lobby 2
17.0,RGS,12,12,0,20,0,7,1,19,0,5,2,13,0,Lobby 2
18.0,NAT,10,8,0,6,5,20,0,16,0,18,0,18,0,Lobby 2
19.0,AGND,7,10,0,16,2,16,1,20,0,15,1,16,0,Lobby 2
20.0,Oasis,7,20,0,11,2,10,1,18,1,16,0,20,0,Lobby 2
