Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,YaBaL,68,1,10,19,0,1,6,1,10,6,0,7,0,Lobby 1
2.0,N1A,61,4,12,1,8,3,7,11,0,17,3,4,1,Lobby 1
3.0,0_Reverse,60,19,0,4,8,11,0,4,6,1,14,5,5,Lobby 1
4.0,3DONE,54,16,2,7,1,10,4,14,0,3,6,1,16,Lobby 1
5.0,BB,47,9,4,14,3,2,19,7,3,16,3,17,0,Lobby 1
6.0,Numa,47,13,1,2,8,9,2,6,2,10,3,3,7,Lobby 1
7.0,RAVENS,43,7,6,17,1,15,3,5,15,13,3,8,4,Lobby 1
8.0,Eclat,40,2,3,6,0,5,5,8,0,5,2,6,5,Lobby 1
9.0,Zenith,40,5,3,9,0,8,3,3,3,2,3,11,3,Lobby 1
10.0,We Can Do it,37,18,3,11,4,16,1,2,6,14,0,2,3,Lobby 1
11.0,Crest,31,20,0,5,6,18,0,19,3,8,9,9,5,Lobby 1
12.0,APEX反省会,29,10,1,15,5,5,5,18,1,9,2,15,5,Lobby 1
13.0,ScL,27,6,1,13,3,7,5,12,1,4,3,14,0,Lobby 1
14.0,C-VA KAG,20,3,5,16,4,20,0,13,0,15,0,10,0,Lobby 1
15.0,LLGS,16,11,2,18,0,6,2,10,3,12,0,13,1,Lobby 1
16.0,WYV,15,15,1,3,5,14,0,20,0,18,0,16,0,Lobby 1
17.0,LandMarkGondola,10,8,0,8,1,13,0,17,3,20,0,20,1,Lobby 1
18.0,Risus,8,17,0,20,0,17,0,15,0,7,3,12,0,Lobby 1
19.0,RDNS,6,12,0,12,0,12,0,9,1,19,0,19,0,Lobby 1
20.0,Serpens,4,14,0,10,0,19,0,16,0,11,0,18,0,Lobby 1
1.0,BEXT,79,4,18,7,1,18,3,1,14,5,10,8,7,Lobby 2
2.0,STYLE,67,15,8,12,9,1,13,17,2,17,3,2,9,Lobby 2
3.0,Fujii Gaming,60,17,0,2,4,11,5,6,6,7,1,1,16,Lobby 2
4.0,NegiNuki,56,2,4,6,1,2,11,2,5,9,2,11,0,Lobby 2
5.0,We Need Team,52,1,6,5,4,17,0,3,8,12,3,6,4,Lobby 2
6.0,BlackGorillaN,45,7,1,20,0,4,7,4,2,1,10,20,0,Lobby 2
7.0,shes,39,8,5,15,6,14,0,19,0,6,8,4,8,Lobby 2
8.0,ARK5,34,3,9,16,0,5,5,20,0,4,3,15,0,Lobby 2
9.0,EGJP,33,19,0,1,15,6,0,18,0,18,2,14,0,Lobby 2
10.0,JDT,28,5,4,17,0,15,2,5,1,10,5,5,1,Lobby 2
11.0,NoK,25,20,0,4,6,13,0,12,4,13,0,9,5,Lobby 2
12.0,REAH,22,13,0,10,3,7,2,8,5,20,0,17,4,Lobby 2
13.0,Trick or Treat,22,18,1,9,0,3,5,13,1,15,3,12,0,Lobby 2
14.0,ORC,20,16,0,14,0,9,0,15,3,3,5,13,0,Lobby 2
15.0,OC,19,6,3,11,0,8,3,7,2,8,0,18,0,Lobby 2
16.0,Fortuna,19,11,1,3,2,10,1,9,0,16,0,7,0,Lobby 2
17.0,ICHC,17,10,0,19,0,16,0,11,4,14,0,3,2,Lobby 2
18.0,GENIUS,15,9,0,18,0,19,0,14,0,2,1,10,0,Lobby 2
19.0,Scarlet Fox,11,12,2,8,6,20,0,16,0,19,0,16,0,Lobby 2
20.0,SyS,6,14,0,13,0,12,0,10,0,11,0,19,0,Lobby 2
