Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,TBD,0,0,0,0,0,0,0,0,0
2.0,TBD,0,0,0,0,0,0,0,0,0
3.0,TBD,0,0,0,0,0,0,0,0,0
4.0,TBD,0,0,0,0,0,0,0,0,0
5.0,TBD,0,0,0,0,0,0,0,0,0
6.0,TBD,0,0,0,0,0,0,0,0,0
7.0,TBD,0,0,0,0,0,0,0,0,0
8.0,TBD,0,0,0,0,0,0,0,0,0
9.0,TBD,0,0,0,0,0,0,0,0,0
10.0,TBD,0,0,0,0,0,0,0,0,0
11.0,TBD,0,0,0,0,0,0,0,0,0
12.0,TBD,0,0,0,0,0,0,0,0,0
13.0,TBD,0,0,0,0,0,0,0,0,0
14.0,TBD,0,0,0,0,0,0,0,0,0
15.0,TBD,0,0,0,0,0,0,0,0,0
16.0,TBD,0,0,0,0,0,0,0,0,0
17.0,TBD,0,0,0,0,0,0,0,0,0
18.0,TBD,0,0,0,0,0,0,0,0,0
19.0,TBD,0,0,0,0,0,0,0,0,0
20.0,TBD,0,0,0,0,0,0,0,0,0
