Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
17.0,Lucendi,5,15,0,13,3,18,0,19,0,Lobby 2
18.0,Abysse,4,17,0,18,1,11,2,20,0,Lobby 2
19.0,Dojo,2,20,0,17,1,17,0,11,0,Lobby 2
20.0,SinoriaL,1,19,0,20,0,16,0,15,0,Lobby 2
1.0,6bnt,55,6,0,1,13,2,11,5,3,Lobby 3
2.0,BCG,41,2,13,4,9,16,2,13,2,Lobby 3
3.0,Moanerz EU,39,7,8,3,1,1,8,19,0,Lobby 3
4.0,1872,35,1,10,7,3,18,0,7,4,Lobby 3
5.0,Steamroller,32,10,5,17,0,17,3,1,10,Lobby 3
6.0,3FR,29,4,5,14,2,12,2,4,8,Lobby 3
7.0,GetAimAssisted,28,3,3,11,2,4,7,6,0,Lobby 3
8.0,SCTA,26,9,0,5,7,10,1,8,8,Lobby 3
9.0,weeboys,20,17,0,2,7,14,0,11,2,Lobby 3
10.0,Zeta,20,5,0,19,0,11,1,2,5,Lobby 3
11.0,CG,19,16,5,18,1,5,8,17,1,Lobby 3
12.0,TOG,18,11,2,10,1,3,2,18,3,Lobby 3
13.0,Young Squad,16,13,1,6,3,20,0,3,1,Lobby 3
14.0,3P,12,14,1,9,4,8,1,14,0,Lobby 3
15.0,Arigato 4 pts,11,8,1,8,2,7,1,16,0,Lobby 3
16.0,ANTG,10,15,1,16,0,9,2,9,2,Lobby 3
17.0,OneHit,7,12,1,12,0,6,1,20,0,Lobby 3
18.0,Next Gen Esports,6,19,0,20,1,13,2,12,1,Lobby 3
19.0,Aim Assist,6,20,0,13,0,15,0,10,2,Lobby 3
20.0,NCJA,4,18,0,15,0,19,0,15,2,Lobby 3
1.0,TREX,74,4,5,3,21,4,3,1,16,Lobby 4
2.0,GOD,46,1,15,13,3,6,6,13,5,Lobby 4
3.0,Spacegliders,43,3,1,15,2,1,9,4,6,Lobby 4
4.0,CRAZYx3,38,6,0,2,6,3,11,15,1,Lobby 4
5.0,UTFT,31,11,1,1,9,8,3,12,2,Lobby 4
6.0,SPPI,31,9,1,16,0,2,3,3,9,Lobby 4
7.0,Yes,29,7,9,12,1,19,3,2,3,Lobby 4
8.0,WLS,19,12,3,9,3,11,6,18,3,Lobby 4
9.0,NoHalo,19,2,6,18,0,14,0,11,2,Lobby 4
10.0,Kissyourhomies,16,18,0,14,2,5,1,5,4,Lobby 4
11.0,bn,14,10,3,10,1,16,1,6,2,Lobby 4
12.0,ExplosionFusion,12,15,2,7,0,13,4,17,1,Lobby 4
13.0,Nuclear Apes,12,8,2,4,1,17,0,10,0,Lobby 4
14.0,60fps,11,13,2,6,3,9,0,19,0,Lobby 4
15.0,OXR,10,19,1,17,3,7,1,8,0,Lobby 4
16.0,Oui,10,16,0,11,0,10,4,7,0,Lobby 4
17.0,THE GHOST KILLER,10,14,0,5,0,15,1,14,2,Lobby 4
18.0,SVR,8,5,4,19,0,18,0,16,0,Lobby 4
19.0,Lunar,7,17,0,8,0,12,0,9,2,Lobby 4
20.0,ThatsNotaBoulder,0,20,0,20,0,20,0,20,0,Lobby 4
