Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,NVS,70,3,4,7,3,1,15,18,0,12,3,1,10,Lobby 1
2.0,DSG,61,20,0,1,14,14,2,14,4,11,2,3,17,Lobby 1
3.0,N1A,55,13,3,8,7,11,2,3,3,1,15,10,0,Lobby 1
4.0,TU,50,7,5,9,0,7,2,1,9,8,2,2,1,Lobby 1
5.0,VS,47,4,10,6,3,10,7,16,0,3,4,13,5,Lobby 1
6.0,DON,40,1,11,11,2,8,5,12,0,18,0,6,3,Lobby 1
7.0,NAT,40,15,1,4,7,15,0,5,3,6,8,4,2,Lobby 1
8.0,OP,38,6,3,18,2,3,6,4,8,14,2,14,0,Lobby 1
9.0,RDNS,38,12,4,13,0,5,4,2,9,4,0,19,1,Lobby 1
10.0,JDT,36,8,1,3,4,6,2,11,0,2,5,8,0,Lobby 1
11.0,MIYAM,34,11,5,12,0,2,3,9,1,9,4,7,3,Lobby 1
12.0,Oasis,33,2,6,10,3,12,0,17,2,7,2,15,4,Lobby 1
13.0,KZG,33,17,0,2,6,9,0,10,2,10,1,5,5,Lobby 1
14.0,HGC,27,10,4,20,0,4,6,7,5,13,1,17,0,Lobby 1
15.0,ETOLS,18,16,0,15,0,19,3,8,4,5,3,11,0,Lobby 1
16.0,LLGS,17,9,3,5,6,18,0,15,0,15,0,16,0,Lobby 1
17.0,EGJP,16,14,0,19,0,13,1,6,4,17,6,20,0,Lobby 1
18.0,REVO,14,19,0,16,0,17,0,20,2,19,1,9,9,Lobby 1
19.0,ICHC,7,5,1,14,0,20,0,13,0,16,0,18,0,Lobby 1
20.0,VEX,5,18,0,17,0,16,0,19,4,20,0,12,0,Lobby 1
1.0,KWZ,91,3,14,8,5,5,14,11,3,2,6,1,14,Lobby 2
2.0,VMJ,68,2,12,2,7,14,8,12,7,4,6,11,2,Lobby 2
3.0,2ND,67,1,6,13,0,11,0,4,7,1,9,3,7,Lobby 2
4.0,NES,52,8,10,14,3,1,14,5,3,19,0,8,1,Lobby 2
5.0,AXIZ,39,11,0,9,6,4,3,20,0,5,2,2,7,Lobby 2
6.0,AGND,37,9,4,3,4,3,5,6,3,17,0,14,1,Lobby 2
7.0,FAFAFA,37,15,0,10,4,2,7,16,0,3,0,15,6,Lobby 2
8.0,NT,35,4,5,1,12,19,0,13,0,18,0,17,0,Lobby 2
9.0,Zenith,34,14,0,7,2,8,4,1,9,15,0,19,0,Lobby 2
10.0,ALJ,32,12,3,17,2,13,0,3,8,6,3,6,1,Lobby 2
11.0,STY,32,13,0,18,0,15,0,2,6,8,6,5,3,Lobby 2
12.0,LFTSF,25,16,1,4,6,16,0,14,3,7,1,10,3,Lobby 2
13.0,GEMI,24,17,0,16,0,7,1,10,5,20,0,7,10,Lobby 2
14.0,CRW,20,18,0,15,2,18,0,8,1,9,12,16,0,Lobby 2
15.0,NEMO,19,5,0,5,1,9,0,7,1,10,1,12,0,Lobby 2
16.0,BLV,17,19,0,6,4,10,0,15,0,14,0,4,1,Lobby 2
17.0,O2,15,6,1,19,0,6,2,17,0,11,0,9,3,Lobby 2
18.0,Streamer,11,7,2,11,0,12,0,9,0,13,0,13,0,Lobby 2
19.0,N2H,8,20,0,12,1,17,0,19,0,16,6,18,0,Lobby 2
20.0,SYTH,6,10,0,20,0,20,0,18,0,12,2,20,1,Lobby 2
