Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,BEXT,63,5,9,16,0,6,7,1,11,11,6,3,3,Lobby 1
2.0,STYLE,60,2,9,13,4,16,0,3,10,17,7,4,8,Lobby 1
3.0,SyS,57,1,8,11,3,2,8,9,3,15,1,7,6,Lobby 1
4.0,ScL,49,13,3,3,4,5,5,2,13,18,0,10,1,Lobby 1
5.0,WYV,46,14,0,1,8,9,0,11,1,1,9,17,0,Lobby 1
6.0,0_Reverse,45,17,0,6,3,7,4,14,3,19,0,1,16,Lobby 1
7.0,We Need Team,37,8,11,19,0,1,10,8,0,16,0,19,0,Lobby 1
8.0,LLGS,36,7,0,5,3,3,10,15,3,8,3,20,0,Lobby 1
9.0,BB,34,10,3,2,8,13,2,12,0,10,2,8,2,Lobby 1
10.0,ARK5,34,3,5,20,0,18,0,5,1,14,3,2,4,Lobby 1
11.0,RUG,30,15,0,4,6,8,3,10,3,6,0,5,1,Lobby 1
12.0,YaBaL,28,16,1,18,1,10,5,6,4,5,4,9,2,Lobby 1
13.0,Fujii Gaming,28,18,1,10,1,4,5,7,2,7,2,12,3,Lobby 1
14.0,ICHC,26,11,0,9,1,15,0,13,0,3,9,13,3,Lobby 1
15.0,Eclat,26,6,2,7,0,11,0,4,0,2,3,18,0,Lobby 1
16.0,Hama9,24,12,0,8,8,12,0,16,3,4,4,16,0,Lobby 1
17.0,EGJP,19,4,2,14,4,19,0,18,0,9,0,6,2,Lobby 1
18.0,NrTv.Vs,13,9,2,17,3,14,0,17,0,12,3,15,0,Lobby 1
19.0,WOW.AXIS,8,19,0,12,0,17,0,19,0,20,0,11,6,Lobby 1
20.0,We Can Do it,7,20,0,15,1,20,0,20,0,13,3,14,0,Lobby 1
1.0,N1A,60,5,7,13,4,6,10,6,6,2,8,9,3,Lobby 2
2.0,APEX反省会,52,6,5,4,5,12,3,7,0,6,2,1,10,Lobby 2
3.0,NAT,49,2,8,17,1,8,0,5,7,9,7,10,7,Lobby 2
4.0,C-VA KAG,49,1,8,3,11,15,1,11,3,15,2,18,2,Lobby 2
5.0,Numa,47,8,1,14,0,1,17,13,3,4,5,20,0,Lobby 2
6.0,Serpens,46,10,0,11,1,19,0,1,14,3,6,14,2,Lobby 2
7.0,JDT,42,3,14,18,0,4,1,4,5,8,3,19,0,Lobby 2
8.0,ORC,40,14,1,6,0,9,4,9,2,1,7,4,1,Lobby 2
9.0,shes,35,16,2,19,0,14,3,12,7,10,4,2,6,Lobby 2
10.0,3DONE,32,15,3,15,3,7,0,3,5,18,0,6,6,Lobby 2
11.0,Farley,31,12,2,2,10,13,0,18,0,7,0,12,4,Lobby 2
12.0,Fortuna,29,7,1,5,6,5,2,15,0,5,3,11,0,Lobby 2
13.0,Level UP,28,19,0,10,4,2,4,14,0,13,2,7,2,Lobby 2
14.0,Zenith,27,18,0,1,8,17,0,20,1,14,1,8,2,Lobby 2
15.0,BlackGorillaN,27,17,2,7,2,20,0,2,3,12,3,5,0,Lobby 2
16.0,LandMarkGondola,22,13,0,20,1,18,0,10,1,20,0,3,10,Lobby 2
17.0,404,20,11,2,9,0,3,3,8,2,17,0,17,1,Lobby 2
18.0,OC,14,9,2,8,1,10,2,16,1,11,0,15,0,Lobby 2
19.0,REAH,11,4,3,16,0,16,2,19,0,19,0,13,0,Lobby 2
20.0,Scarlet Fox,9,20,0,12,2,11,1,17,0,16,1,16,3,Lobby 2
