Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,We Can Do it,65,4,7,2,7,17,1,15,0,1,11,3,5,Lobby 1
2.0,0_Reverse,62,16,0,12,4,5,7,1,13,8,5,5,10,Lobby 1
3.0,BEXT,59,5,0,6,6,2,6,2,9,5,4,7,2,Lobby 1
4.0,BlackGorillaN,49,14,3,13,2,1,11,6,2,14,0,2,4,Lobby 1
5.0,Serpens,48,13,1,1,16,8,3,4,5,11,1,15,0,Lobby 1
6.0,SyS,45,20,0,8,0,3,1,19,0,3,11,1,5,Lobby 1
7.0,RDNS,44,1,9,4,1,7,1,14,0,9,2,8,6,Lobby 1
8.0,EXiA KR,35,17,3,3,7,9,6,9,3,15,0,12,3,Lobby 1
9.0,JDT,34,2,7,10,2,14,3,10,5,10,1,20,0,Lobby 1
10.0,ICHC,33,18,0,5,0,4,5,8,6,13,0,4,5,Lobby 1
11.0,OC,26,8,6,11,2,20,0,11,0,6,5,6,3,Lobby 1
12.0,Fada-one Arcana,23,3,11,16,3,15,1,18,0,18,0,18,0,Lobby 1
13.0,RAVENS,23,11,1,9,5,10,4,12,1,16,2,9,2,Lobby 1
14.0,NEXT ALTAIR,23,12,0,20,0,13,1,3,5,7,3,10,0,Lobby 1
15.0,NegiNuki,23,6,4,15,0,16,0,5,0,2,1,11,0,Lobby 1
16.0,Solid,21,10,5,7,1,11,3,17,0,4,1,17,0,Lobby 1
17.0,LapiLegends,16,9,0,14,3,6,6,20,0,17,1,19,0,Lobby 1
18.0,Zenith,14,19,2,17,1,18,0,13,0,20,0,14,9,Lobby 1
19.0,RAZE,14,7,0,18,0,12,0,16,3,12,6,16,0,Lobby 1
20.0,Trick or Treat,14,15,1,19,0,19,0,7,0,19,3,13,5,Lobby 1
1.0,shes,90,9,3,2,9,2,8,1,13,6,15,7,4,Lobby 2
2.0,TSURUGI,67,4,5,8,2,1,8,14,3,1,9,6,5,Lobby 2
3.0,Crest,58,3,4,17,3,5,9,3,8,12,9,10,4,Lobby 2
4.0,3DONE,54,1,6,11,3,14,3,5,8,10,1,5,9,Lobby 2
5.0,YaBaL,44,6,10,16,0,3,4,4,6,5,5,18,0,Lobby 2
6.0,NAT,40,5,6,4,0,4,5,19,0,7,0,3,5,Lobby 2
7.0,CPGaming,38,14,0,19,0,8,3,2,2,19,0,1,9,Lobby 2
8.0,ARK5,35,13,1,5,6,17,3,17,0,9,3,2,6,Lobby 2
9.0,ScL,33,17,1,1,10,20,0,11,2,11,0,4,1,Lobby 2
10.0,C-VA KAG,29,16,5,3,11,12,0,18,1,8,0,17,2,Lobby 2
11.0,RAIZ,28,18,1,10,1,18,1,10,4,2,7,14,0,Lobby 2
12.0,WYV,21,7,2,12,0,11,4,15,1,3,1,19,0,Lobby 2
13.0,Fada-one KR,19,8,5,14,2,7,0,12,1,16,0,11,3,Lobby 2
14.0,GENIUS,19,10,0,7,3,9,4,16,1,18,0,13,3,Lobby 2
15.0,Fortuna,18,15,3,20,0,16,2,13,0,4,4,9,0,Lobby 2
16.0,Scarlet Fox,17,19,0,15,3,13,0,9,3,14,1,8,3,Lobby 2
17.0,LLGS,17,11,0,13,0,6,2,6,0,13,0,12,5,Lobby 2
18.0,Level UP,13,12,0,6,2,15,0,8,2,15,0,15,0,Lobby 2
19.0,RUG,12,2,3,18,0,19,0,20,0,20,0,20,0,Lobby 2
20.0,Fujii Gaming,11,20,1,9,1,10,0,7,2,17,0,16,0,Lobby 2
