Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
10.0,3FR,20,2,8,16,0,10,0,15,0,Lobby 8
11.0,Exalty,19,19,0,9,5,6,3,6,3,Lobby 8
12.0,Whiff Tang,17,16,3,19,0,5,6,14,3,Lobby 8
13.0,thr33 stack,15,7,0,6,3,16,0,9,4,Lobby 8
14.0,Minor Keepers,12,4,0,10,4,14,0,16,0,Lobby 8
15.0,NonAIMERS,9,13,2,18,0,15,2,11,2,Lobby 8
16.0,Wazki's Willies,8,15,0,5,1,18,0,10,0,Lobby 8
17.0,Crying our best,7,12,1,17,0,13,0,13,3,Lobby 8
18.0,Kvasna,7,9,1,13,0,17,0,8,1,Lobby 8
19.0,25,4,17,0,15,3,19,0,17,0,Lobby 8
20.0,qoud vera Genus,0,20,0,20,0,20,0,20,0,Lobby 8
